id,Cause,Objects,Occupation,Activities
201125580,Struck By Moving Objects,arc-welder,no_occupation,performing carbon arc welding
201352176,Struck By Moving Objects,arc-welder,welder,using a briggs and
200602456,Struck By Moving Objects,arc-welding,coworker,welding with damaged cable
200602456,Struck By Moving Objects,arc-welding,coworker,welding under a truck
201681202,Struck By Moving Objects,vapor-plug,foreman,filling it with nitrogen
201681202,Struck By Moving Objects,vapor-plug,foreman,installing a vapor barrier
200780344,Struck By Moving Objects,argon-gas,coworker,working at the bottom
724955,Struck By Moving Objects,argon-gas,coworker,dismantling a scaffold that
202675740,Struck By Moving Objects,operating-chop,foreman,following the initial treatment
202675740,Struck By Moving Objects,operating-chop,foreman,operating a chop saw
202675740,Struck By Moving Objects,operating-chop,foreman,working at a building
201079845,Falls,no_object,journeyman,providing service at a
201079845,Falls,no_object,journeyman,working for a plumbing
202654919,Caught in/between Objects,fire,coworker,using a propane torch
200000453,Electrocution,power-line,no_occupation,wrapping the rod around
200000453,Electrocution,power-line,no_occupation,reinforcing rod
200000453,Electrocution,power-line,no_occupation,attaching the cable to
200000453,Electrocution,power-line,no_occupation,clipping in the fiberoptic
200000453,Electrocution,power-line,no_occupation,completing the task of
200000453,Electrocution,power-line,no_occupation,existing 69kilovolt overhead power
200000453,Electrocution,power-line,no_occupation,supporting an existing 69kilovolt
200000453,Electrocution,power-line,no_occupation,installing all dielectric selfsupporting
201079365,Caught in/between Objects,metal,excavator,excavating structure for water
202458303,Electrocution,saw,maker,leaning against the moving
202458303,Electrocution,saw,maker,leaning on the north
202458303,Electrocution,saw,maker,leaning against some moving
202458303,Electrocution,saw,maker,using a ripsaw to
202458303,Electrocution,saw,maker,working a a cabinet
202570305,Falls,scaffold,installer,opening
202570305,Falls,scaffold,installer,sheathing plywood
202570305,Falls,scaffold,installer,working from a baker
202570305,Falls,scaffold,installer,working at a commercial
202422341,Struck By Moving Objects,steel-drill,no_occupation,shoring system for an
312668536,Struck By Moving Objects,saw,owner,using cut him under
200515187,Struck By Moving Objects,backhoe,no_occupation,digging with a shovel
200515187,Struck By Moving Objects,backhoe,no_occupation,using a backhoe to
200515187,Struck By Moving Objects,backhoe,no_occupation,existing trench that measured
200515187,Struck By Moving Objects,backhoe,no_occupation,leading to a new
200515187,Struck By Moving Objects,backhoe,no_occupation,existing water line so
200515187,Struck By Moving Objects,backhoe,no_occupation,trying to find the
201077724,Falls,multiple,contractor,working for their employer
201077724,Falls,multiple,contractor,working on a light
202518320,Falls,ladder,goleman,falling and wa about
202518320,Falls,ladder,goleman,pulling down duct work
201573458,Struck By Moving Objects,no_object,no_occupation,using a sludge hammer
202501995,Falls,decking,coworker,decking onto the steel
202501995,Falls,decking,coworker,installing metal decking onto
202501995,Falls,decking,coworker,wearing fall protection equipment
200801777,Falls,no_object,no_occupation,working from
200801777,Falls,no_object,no_occupation,removing a suspended pipe
200801777,Falls,no_object,no_occupation,wearing all of his
200801777,Falls,no_object,no_occupation,working within an asbestos
202444469,Falls,ladder,stapler,using a hand stapler
202444469,Falls,ladder,stapler,setting up critical barrier
201800729,Falls,no_object,coworker,wearing fall protection and
201800729,Falls,no_object,coworker,opening approximately 8 foot
201800729,Falls,no_object,coworker,removing the plastic containment
201800729,Falls,no_object,coworker,doing teardown work in
201800729,Falls,no_object,coworker,working in construction doing
201800729,Falls,no_object,coworker,removing plastic when he
201800729,Falls,no_object,coworker,facing south and removing
200052629,Falls,no_object,coworker,fastening furring strip to
200052629,Falls,no_object,coworker,working on an aerial
200052629,Falls,no_object,coworker,lighting
200052629,Falls,no_object,coworker,helping a coworker install
200052629,Falls,no_object,coworker,working on a step
200513893,Struck By Moving Objects,elevator-car,no_occupation,working the elevator car
200513893,Struck By Moving Objects,elevator-car,no_occupation,removing asbestos from the
200513893,Struck By Moving Objects,elevator-car,no_occupation,scaffolding on the inside
200513893,Struck By Moving Objects,elevator-car,no_occupation,working from a make
200541233,Falls,no_object,no_occupation,unscrewing the bolt of
200541233,Falls,no_object,no_occupation,wearing a harness and
200541233,Falls,no_object,no_occupation,removing the old roof
201572781,Falls,elevator-shaft,coworker,being prepared for demolition
201572781,Falls,elevator-shaft,coworker,working on the fourth
201572781,Falls,elevator-shaft,coworker,being sprayed on debris
201118551,Caught in/between Objects,no_object,contractor,surfacing material wa found
201118551,Caught in/between Objects,no_object,contractor,surfacing material on the
201118551,Caught in/between Objects,no_object,contractor,renovating the lobby of
200830875,Struck By Moving Objects,no_object,contractor,reaching toward the wall
200830875,Struck By Moving Objects,no_object,contractor,performing asbestos removal for
201953544,Struck By Moving Objects,no_object,no_occupation,performing this type of
201143351,Falls,framework,worker,bagging the fallen debris
201143351,Falls,framework,worker,sweeping up and bagging
201143351,Falls,framework,worker,causing him to fall
201143351,Falls,framework,worker,being broken to fall
200120640,Struck By Moving Objects,carbon-monoxide,terminator,being used to evacuate
200120640,Struck By Moving Objects,carbon-monoxide,terminator,flooring and most of
200120640,Struck By Moving Objects,carbon-monoxide,terminator,using a propanepowered floor
200120640,Struck By Moving Objects,carbon-monoxide,terminator,emitting 10 000 part
200120640,Struck By Moving Objects,carbon-monoxide,terminator,driving the scraper while
201152568,Falls,no_object,coworker,dismantling of the scaffold
201152568,Falls,no_object,coworker,dismantling of the scaffold
201152568,Falls,no_object,coworker,sitting on top of
201152568,Falls,no_object,coworker,working to remove asbestos
202085510,Falls,platform,no_occupation,using fall protection
202085510,Falls,platform,no_occupation,removing asbestos
202085510,Falls,platform,no_occupation,working on a platform
170900856,Falls,scaffold,coworker,rolling scaffold to remove
170900856,Falls,scaffold,coworker,using a 5 to
170383459,Falls,pipe,worker,removing asbestos
170383459,Falls,pipe,worker,being performed in a
170383459,Falls,pipe,worker,removing asbestos at a
170151468,Caught in/between Objects,no_object,no_occupation,ceiling material
170355903,Electrocution,power-line,laborer,using electrical protective equipment
170355903,Electrocution,power-line,laborer,pulling a deenergized electric
170664080,Electrocution,power-line,worker,clearing access to a
200644243,Struck By Moving Objects,ash-cloud,coworker,using a water hose
200644243,Struck By Moving Objects,ash-cloud,coworker,tearing down the brick
200644243,Struck By Moving Objects,ash-cloud,coworker,using a water hose
200644243,Struck By Moving Objects,ash-cloud,coworker,hammering machine used to
200644243,Struck By Moving Objects,ash-cloud,coworker,operating the brock a
200032837,Struck By Moving Objects,no_object,no_occupation,using safety harness nor
200032837,Struck By Moving Objects,no_object,no_occupation,dislodging ash in the
200032837,Struck By Moving Objects,no_object,no_occupation,cleaning fly ash from
200376671,Struck By Moving Objects,vehicle,manager,setting up to mill
200376671,Struck By Moving Objects,vehicle,manager,waiting for psi to
200376671,Struck By Moving Objects,vehicle,manager,existing asphalt from an
200376671,Struck By Moving Objects,vehicle,manager,milling machine wirtgen
200376671,Struck By Moving Objects,vehicle,manager,using an asphalt milling
200376671,Struck By Moving Objects,vehicle,manager,lighting all of
200376671,Struck By Moving Objects,vehicle,manager,spacing tapering attenuator and
200376671,Struck By Moving Objects,vehicle,manager,moving approximately 45 mph
200376671,Struck By Moving Objects,vehicle,manager,standing
200376671,Struck By Moving Objects,vehicle,manager,coming to check on
200376671,Struck By Moving Objects,vehicle,manager,working distance
200376671,Struck By Moving Objects,vehicle,manager,ensuring that the milling
200376671,Struck By Moving Objects,vehicle,manager,controlling the operation of
200376671,Struck By Moving Objects,vehicle,manager,using a handheld pendant
200376671,Struck By Moving Objects,vehicle,manager,checking the depth of
202588745,Struck By Moving Objects,dump-truck,contractor,working
202588745,Struck By Moving Objects,dump-truck,contractor,repairing the asphalt pavement
202588745,Struck By Moving Objects,dump-truck,contractor,working
202588745,Struck By Moving Objects,dump-truck,contractor,repairing the asphalt pavement
202588745,Struck By Moving Objects,dump-truck,contractor,working with a coworker
202588745,Struck By Moving Objects,dump-truck,contractor,working behind a parked
202715835,Electrocution,illness,subcontractor,following afternoon august 23
202715835,Electrocution,illness,subcontractor,sitting
202715835,Electrocution,illness,subcontractor,paving project
202715835,Electrocution,illness,subcontractor,operating an asphalt roller
