,id,Activities
1014,170856520,flying rock and sustained
1015,202658670,filling trench
1016,202658670,working in the basement
1017,202658670,installing new plumbing in
1018,201931201,performing mold inspection in
1019,201931201,following day
1020,201931201,spraying a 6 to
1021,200372118,working on another tank
1022,200372118,draining tower in the
1023,202539102,cleaning the concrete pump
1024,202539102,working together at ground
1025,202486072,using an overhead hoist
1026,202486072,piping at a pump
1027,202486072,housing section became caught
1028,202486072,housing to be threaded
1029,202486072,lowering the axle housing
1030,202486072,consisting of three part
1031,201088978,reaching behind it with
1032,201088978,servicing a 480 volt
1033,202484754,reaching for a step
1034,201088671,pulling electrical wire through
1035,201088671,performing his regular duty
1036,202351904,reaching into a cabinet
1037,202351904,cleaning sawdust and debris
1038,202557476,sitting on an aframe
1039,202557476,working at a residential
1040,202557476,helping his supervisor check
1041,202546214,operating a a subcontractor
1042,202546214,plastering construction company operating
1043,202546214,sanding window a part
1044,202546214,working alone at an
1045,201510799,installing a wooden block
1046,201510799,measuring 1
1047,201510799,blocking on the left
1048,201510799,installing the lower blocking
1049,201510799,installing a wooden block
1050,201510799,working with a crew
1051,200926160,using an inhaler throughout
1052,200926160,setting
1053,200926160,marking and setting
1054,200926160,including block marking and
1055,200926160,using a respirator or
1056,200926160,wearing safety glass
1057,202568721,looking at a concrete
1058,202023826,remaining brick and block
1059,202023826,being demolished fell on
1060,202023826,existing building
1061,202023826,being cut and removed
1062,202023826,holding a piece of
1063,201345493,constructing a new school
1064,201345493,leading scaffolding operation and
1065,201128113,writing
1066,201128113,leading up to the
1067,201128113,disengaging the two vehicle
1068,201128113,backing up to offload
1069,201128113,carrying asphalt wa backing
1070,201128113,moving the arm inward
1071,201128113,loading asphalt into the
1072,201128113,working in the vicinity
1073,201128113,working a the driver
1074,201128113,working a a paving
1075,200742328,ring on the rim
1076,200742328,inflating the lock ring
1077,200742328,preparing to begin snow
1078,202657912,working at a residential
1079,202657912,cutting all the wood
1080,201079704,using a dewalt chop
1081,201079704,helping to cut the
1082,201079704,working for the employer
1083,201079704,working at a private
1084,201024296,using a 6
1085,201024296,cutting some wood piece
1086,201024296,assisting with cutting some
1087,201024296,working at a commercial
1088,201186228,running blade
1089,201186228,using a feather board
1090,201186228,using dado blade and
1091,201186228,making a quarter inch
1092,201186228,using a table saw
1093,201186228,making a drawer out
1094,201186228,working a a carpenter
1095,202554655,removing fascia board along
1096,202554655,removing fascia board for
1097,202554655,working on the roof
1098,202658126,working at a refinery
1099,202658126,cutting torch
1100,202658126,using an acetylene powered
1101,202658126,using a gas powered
1102,202658126,coming out
1103,200776334,existing boiler
1104,202490157,being handed down
1105,202490157,moving to the dropoff
1106,202490157,walking on the platform
1107,202490157,being handed down
1108,202490157,moving toward the area
1109,202490157,dismantling a scaffold that
1110,311217293,thawing a frozen sewer
1111,201262433,following the accident
1112,201262433,operating when employee
1113,201262433,operating
1114,201262433,sweating profusely and the
1115,201262433,working alone in the
1116,201363322,repairing a scaffold which
1117,201363322,inspecting and repairing a
1118,202657896,walking on the scaffold
1119,202657896,installing bolt for a
1120,202657896,picking up tool to
1121,202657896,working on the top
1122,202657896,erecting a block wall
1123,202657896,working on a scaffold
1124,200926418,removing bolt
1125,200926418,causing a fatal injury
1126,200926418,removing bolt on a
1127,202531463,using portable hand tool
1128,202531463,loosening the bolt on
1129,202531463,existing roofing material
1130,202531463,removing the existing roofing
1131,202531463,replacing metal siding on
1132,202493458,using fall protection
1133,202493458,working above 20 foot
1134,202493458,holding a purlin sheared
1135,202493458,retaining screw the bolt
1136,202493458,removing roof panel retaining
1137,202493458,expanding the size of
1138,202493458,roofing panel and the
1139,202493458,removing steel roofing panel
1140,202493458,working on the roof
1141,200041937,holding the unit to
1142,200041937,removing multiple bolt holding
1143,200041937,being used to lower
1144,200041937,being demolished
1145,202713681,tightening bolt on pipe
1146,201262334,using an impact wrench
1147,201262334,working from an ibeam
1148,201106853,moving his fall protection
1149,201106853,wearing fall protection but
1150,201106853,performing bolting function on
1151,201117991,working approximately 12 ft
1152,201117991,bolting taper tie to
1153,201117991,performing a regularly assigned
1154,201504784,bolting a beam to
1155,202344107,turning the screw down
1156,202344107,replacing six support post
1157,202344107,removing and replacing six
1158,202344107,hanging in order to
1159,200261709,attempting to position a
1160,200261709,working from a werner
1161,201121845,wearing protective eyewear and
1162,201121845,working
1163,201121845,existing tower support
1164,201121845,bolting steel plate to
1165,958439,sitting on a 6
1166,958439,bolting up a connection
1167,170738140,bolting the end to
1168,170738140,sitting on the beam
1169,170738140,resting on steel column
1170,644179,comprising approximately 4 000
1171,894147,sitting on the beam
1172,894147,bolting beam to column
1173,894147,connecting roof purlins to
1174,894147,bolting beam to column
1175,894147,sitting on steel roof
1176,200823649,including insulation and sheet
